I,P,Q,T,Hydrogen,Oxygen,RH anode,Rh Cathode,V
-0.8867867547364153,-1.0275222094546765,-0.8066378119722061,-1.2614438543306767,0.002989004718408154,-1.2267121402025496,-2.493135725509387,-1.8752733388297123,491.1184924
-0.8867867547364153,-1.0275222094546765,-0.8066378192649022,-1.261443731014083,0.0630923155004524,-1.2265747039013168,-2.493135725509387,-1.8752733388297123,491.1191704
-0.8867867547364153,-1.0275222094546765,-0.8066378265575983,-1.2614435949844378,0.11150716611566565,-1.2264325284172828,-2.493135725509387,-1.8752733388297123,491.1198588
-0.8867867547364153,-1.0275222094546765,-0.8066378347747206,-1.2614434267483976,0.15575983770497603,-1.2262761353848453,-2.493135725509387,-1.8752733388297123,491.120653
-0.8867867547364153,-1.0275222094546765,-0.8066378439162692,-1.261443223763351,0.194725497302182,-1.2261007856212034,-2.493135725509387,-1.8752733388297123,491.1215516
-0.8867867547364153,-1.0275222094546765,-0.806637853776816,-1.2614429885719092,0.2275382413606787,-1.225911218309158,-2.493135725509387,-1.8752733388297123,491.1225389
-0.8867867547364153,-1.0275222094546765,-0.8066378642536469,-1.2614427203265348,0.254563937645442,-1.2257026942659082,-2.493135725509387,-1.8752733388297123,491.1236108
-0.8867867547364153,-1.0275222094546765,-0.806637875141334,-1.261442439791878,0.2751871955856137,-1.2254989094054596,-2.493135725509387,-1.8752733388297123,491.1246894
-0.8867867547364153,-1.0275222094546765,-0.806637885412737,-1.2614421490867804,0.29111110734832946,-1.2252903853622095,-2.493135725509387,-1.8752733388297123,491.1257731
-0.8867867547364153,-1.0275222094546765,-0.8066378977384205,-1.2614417710853998,0.30648448466631956,-1.2250297303081472,-2.493135725509387,-1.8752733388297123,491.1271458
-0.8867867547364153,-1.0275222094546765,-0.8066379110912443,-1.2614413829135784,0.3180293702027816,-1.224773814436886,-2.493135725509387,-1.8752733388297123,491.1285229
-0.8867867547364153,-1.0275222094546765,-0.8066379264983486,-1.2614408879521293,0.32896926195196496,-1.224446810823608,-2.493135725509387,-1.8752733388297123,491.1302483
-0.8867867547364153,-1.0275222094546765,-0.8066379439597336,-1.2614402942526515,0.338684313578621,-1.224067676199517,-2.493135725509387,-1.8752733388297123,491.1322848
-0.8867867547364153,-1.0275222094546765,-0.8066379645025394,-1.261439620460953,0.3472180925567931,-1.2236411497474151,-2.493135725509387,-1.8752733388297123,491.1345742
-0.8867867547364153,-1.0275222094546765,-0.8066379850453453,-1.2614388780187795,0.35505429686534484,-1.223176615049248,-2.493135725509387,-1.8752733388297123,491.1370883
-0.8867867547364153,-1.0275222094546765,-0.8066380055881511,-1.261438136847911,0.36212262444388893,-1.2227126490530171,-2.493135725509387,-1.8752733388297123,491.1396049
-0.8867867547364153,-1.0275222094546765,-0.8066380302395182,-1.2614372405778214,0.37033905398045275,-1.2221499658790385,-2.493135725509387,-1.8752733388297123,491.1426732
-0.8867867547364153,-1.0275222094546765,-0.806638057972306,-1.2614361942937309,0.37986646841776456,-1.221486527678708,-2.493135725509387,-1.8752733388297123,491.1463151
-0.8867867547364153,-1.0275222094546765,-0.8066380836508132,-1.2614351704693636,0.38926219026308295,-1.2208277812693504,-2.493135725509387,-1.8752733388297123,491.1499601
-0.8867867547364153,-1.0275222094546765,-0.8066381083021803,-1.2614341737661718,0.3985296851109335,-1.22017410578559,-2.493135725509387,-1.8752733388297123,491.1536077
-0.8867867547364153,-1.0275222094546765,-0.806638139116389,-1.26143292322573,0.4102503257983647,-1.2193343225932292,-2.493135725509387,-1.8752733388297123,491.158345
-0.8867867547364153,-1.0275222094546765,-0.8066381699305978,-1.2614315790324797,0.42283092901321223,-1.2184040684011948,-2.493135725509387,-1.8752733388297123,491.1636676
-0.8867867547364153,-1.0275222094546765,-0.8066382007448066,-1.2614302263638622,0.4353258825347712,-1.2174362798813754,-2.493135725509387,-1.8752733388297123,491.1692995
-0.8867867547364153,-1.0275222094546765,-0.8066382284775945,-1.2614289398031093,0.4468915616383899,-1.2164863580807161,-2.493135725509387,-1.8752733388297123,491.1749343
-0.8867867547364153,-1.0275222094546765,-0.8066382572375227,-1.2614275172127116,0.4590909494553618,-1.2154049713491535,-2.493135725509387,-1.8752733388297123,491.1814976
-0.8867867547364153,-1.0275222094546765,-0.8066382849703105,-1.2614260132587882,0.47109131312954594,-1.2142332557934012,-2.493135725509387,-1.8752733388297123,491.1888167
-0.8867867547364153,-1.0275222094546765,-0.8066383085945372,-1.2614245796504133,0.481463342461373,-1.2131005911039303,-2.493135725509387,-1.8752733388297123,491.1961335
-0.8867867547364153,-1.0275222094546765,-0.8066383270830626,-1.2614231990130838,0.4903327890236493,-1.2120100577495614,-2.493135725509387,-1.8752733388297123,491.2034456
-0.8867867547364153,-1.0275222094546765,-0.806638346598728,-1.2614215497066115,0.49942155821093753,-1.210732089715408,-2.493135725509387,-1.8752733388297123,491.2124214
-0.8867867547364153,-1.0275222094546765,-0.8066383599515519,-1.2614199287926195,0.5067577267378595,-1.2095270577045638,-2.493135725509387,-1.8752733388297123,491.2213835
-0.8867867547364153,-1.0275222094546765,-0.8066383681686742,-1.2614183133876165,0.5126081453829288,-1.208399511332518,-2.493135725509387,-1.8752733388297123,491.2303286
-0.8867867547364153,-1.0275222094546765,-0.8066383722772353,-1.2614166835744887,0.5172173861027051,-1.2073534789046518,-2.493135725509387,-1.8752733388297123,491.2392543
-0.8867867547364153,-1.0275222094546765,-0.8066383722772353,-1.261415023250039,0.5207968501632829,-1.2063926569835501,-2.493135725509387,-1.8752733388297123,491.2481584
-0.8867867547364153,-1.0275222094546765,-0.8066383691958144,-1.261413319701216,0.5235227878005645,-1.2055200786462053,-2.493135725509387,-1.8752733388297123,491.2570392
-0.8867867547364153,-1.0275222094546765,-0.806638364060113,-1.2614115623338111,0.5255397638147822,-1.2047383978349864,-2.493135725509387,-1.8752733388297123,491.2658952
-0.8867867547364153,-1.0275222094546765,-0.8066383548158503,-1.2614097435199931,0.5269670936746225,-1.2040495102230138,-2.493135725509387,-1.8752733388297123,491.2747253
-0.8867867547364153,-1.0275222094546765,-0.8066383445444475,-1.2614078022371182,0.5279171616597194,-1.2034395300046798,-2.493135725509387,-1.8752733388297123,491.2837764
-0.8867867547364153,-1.0275222094546765,-0.8066383311916236,-1.2614056177112023,0.528445912367423,-1.2028905430689967,-2.493135725509387,1.9265472479384151,491.2935262
-0.8867867547364153,-1.0275222094546765,-0.8066383229745013,-1.2614051536848438,0.5284944306907888,-1.1947566836274113,-2.493135725509387,1.9265472479384151,491.2955374
-0.8867867547364153,-1.0275222094546765,-0.806638307567397,-1.2614046854208016,0.528525125956592,-1.1875824139193996,-2.493135725509387,1.9265472479384151,491.2975407
-0.8867867547364153,-1.0275222094546765,-0.8066382880517314,-1.2614042129190761,0.5285384932497645,-1.1844328478134223,-2.493135725509387,1.9265472479384151,491.2995381
-0.8867867547364153,-1.0275222094546765,-0.8066382562103824,-1.2614035687911629,0.5285290866360506,-1.182233345683588,-1.7965712953453516,1.9265472479384151,491.3022278
-0.8867867547364153,-1.0275222094546765,-0.8066382315590154,-1.261403092475522,0.5375203240916742,-1.1812147057323126,2.140336590701516,1.9265472479384151,491.3041949
-0.8867867547364153,-1.0275222094546765,-0.8066382069076484,-1.261402611498429,0.5488458870031242,-1.1804977147663291,2.791934504175718,1.9265472479384151,491.3061675
-0.8867867547364153,-1.0275222094546765,-0.8066381802020007,-1.2614021258598838,0.5554765595015092,-1.18005919818174,2.791934504175718,1.9265472479384151,491.3081449
-0.8867867547364153,-1.0275222094546765,-0.8066381545234934,-1.2614016355598867,0.5595362559464249,-1.1797965526709016,2.791934504175718,1.9265472479384151,491.310125
-0.8867867547364153,-1.0275222094546765,-0.8066381165193027,-1.2614009096446794,0.5628444134640989,-1.1795834790121624,2.791934504175718,1.9265472479384151,491.3130241
-0.8867867547364153,-1.0275222094546765,-0.8066380692708492,-1.2614000053229908,0.5644395771159912,-1.179473056052896,2.791934504175718,1.9265472479384151,491.3165786
-0.8867867547364153,-1.0275222094546765,-0.8066380138052734,-1.261398935307872,0.5646658309300553,-1.1794331995255385,2.791934504175718,1.9265472479384151,491.3207059
-0.8867867547364153,-1.0275222094546765,-0.8066379490954351,-1.261397615693187,0.5640603420578442,-1.1794224889724079,2.791934504175718,1.9265472479384151,491.325682
-0.8867867547364153,-1.0275222094546765,-0.8066378637400768,-1.2613958426463523,0.562865702116188,-1.1794159962919704,2.791934504175718,1.9265472479384151,491.3321826
-0.8867867547364153,-1.0275222094546765,-0.8066377438728048,-1.2613932025694452,0.5610234910830745,-1.1793968499934537,2.791934504175718,1.9265472479384151,491.3415008
-0.8867867547364153,-1.0275222094546765,-0.8066375557007033,-1.261388755120466,0.5581114015112457,-1.1793379419512358,2.791934504175718,1.9265472479384151,491.3563472
-0.8867867547364153,-1.0275222094546765,-0.8066372989156303,-1.2613820481385707,0.5541754762994069,-1.1791992260706465,2.791934504175718,1.9265472479384151,491.3770656
-0.8867867547364153,-1.0275222094546765,-0.8066370226148918,-1.2613739821315324,0.5500628057667345,-1.1789693757047917,2.791934504175718,1.9265472479384151,491.3998792
-0.8867867547364153,-1.0275222094546765,-0.8066367257713474,-1.2613644193746327,0.5471769556963179,-1.1786396707573168,2.791934504175718,1.9265472479384151,491.4246264
-0.8867867547364153,-1.0275222094546765,-0.8066364381720657,-1.2613538069434957,0.5437395810113119,-1.1782367454355644,2.791934504175718,1.9265472479384151,491.4498267
-0.8867867547364153,-1.0275222094546765,-0.8066360786729635,-1.261338854700544,0.5381015538022021,-1.177654773787585,2.791934504175718,1.9265472479384151,491.4822416
-0.8867867547364153,-1.0275222094546765,-0.8066355548314146,-1.2613143591940372,0.5307871690123018,-1.1765197868985418,2.648375559337852,1.9265472479384151,491.5296144
-0.8867867547364153,-1.0275222094546765,-0.8066350926182833,-1.2612898166492421,0.5250011114084325,-1.1746707947286796,2.4639714700553275,1.9265472479384151,491.5718505
-0.8867867547364153,-1.0275222094546765,-0.8066346406765548,-1.261263218404114,0.5213092630682205,-1.17304146368165,2.4531648231992573,1.9265472479384151,491.6133084
-0.8867867547364153,-1.0275222094546765,-0.8066341990062293,-1.2612346729433535,0.5148805852222167,-1.171875766888055,2.2894180351532873,1.9265472479384151,491.6540153
-0.8867867547364153,-1.0275222094546765,-0.8066337676073067,-1.2612042739197695,0.5094569297887959,-1.1703517404828667,2.2046957491130144,1.9265472479384151,491.6939916
-0.8867867547364153,-1.0275222094546765,-0.806633346479787,-1.2611721065108028,0.5041758588158795,-1.1687789004948266,2.1400814489089925,1.9265472479384151,491.733258
-0.8867867547364153,-1.0275222094546765,-0.8066327301956119,-1.261121301769192,0.49636094315941676,-1.1663674147182979,2.0613588694743425,1.9265472479384151,491.7902747
-0.8867867547364153,-1.0275222094546765,-0.80663194956899,-1.2610498976474123,0.4878504331730629,-1.1630474275987919,2.0819478650341194,1.9265472479384151,491.862454
-0.8867867547364153,-1.0275222094546765,-0.8066311792137709,-1.2609730832749306,0.47730809462452223,-1.1590191222178283,2.003211509664673,1.9265472479384151,491.9321995
-0.8867867547364153,-1.0275222094546765,-0.8066303677729404,-1.2608860717643084,0.46664545043743116,-1.1553277253421974,1.9680223192022825,1.9265472479384151,492.0037967
-0.8867867547364153,-1.0275222094546765,-0.8066294330752747,-1.2607778904812996,0.4541435657268197,-1.1509038403728236,1.945518468704806,1.9265472479384151,492.0844899
-0.8867867547364153,-1.0275222094546765,-0.8066283134923565,-1.2606372396424808,0.4397301580925722,-1.1452956810132744,1.9992552333882454,1.9265472479384151,492.1789147
-0.8867867547364153,-1.0275222094546765,-0.8066272209232279,-1.2604885172876346,0.42351959215405094,-1.1396185665439686,1.975684321940816,1.9265472479384151,492.2688335
-0.8867867547364153,-1.0275222094546765,-0.8066259382304315,-1.2603003976117655,0.40391472391963457,-1.1325094605994723,1.9764979630901742,1.9265472479384151,492.3713744
-0.8867867547364153,-1.0275222094546765,-0.80662453279437,-1.2600764737468306,0.3810734854827283,-1.124675401861887,1.989282604585062,1.9265472479384151,492.4808386
-0.8867867547364153,-1.0275222094546765,-0.8066228144913756,-1.2597726737829853,0.3512995727387303,-1.1146987111880808,2.0740855372436453,1.9265472479384151,492.612836
-0.8867867547364153,-1.0275222094546765,-0.8066211623362161,-1.2594434189010573,0.31728426737966,-1.1042827456604378,2.0710201047512187,1.9265472479384151,492.7391847
-0.8867867547364153,-1.0275222094546765,-0.8066196652792406,-1.259105173773289,0.2823481040464989,-1.0940000933449905,2.096335680941798,1.9265472479384151,492.8547592
-0.8867867547364153,-1.0275222094546765,-0.8066187599577873,-1.2588782381865922,0.25852362693403186,-1.0871206481990372,2.11204369060155,1.9265472479384151,492.9253918
-0.8867867547364153,-1.0275222094546765,-0.8066176303088942,-1.258560494548501,0.2249741964962622,-1.0781234044347416,2.1640286155757757,1.9265472479384151,493.0167557
-0.8867867547364153,-1.0275222094546765,-0.8066163706240402,-1.2581398913105148,0.1786367222570081,-1.066392931773548,2.1978792443730955,1.9265472479384151,493.1259434
-0.8867867547364153,-1.0275222094546765,-0.8066150811521178,-1.2575768811376096,0.11345334498456384,-1.0511734253423324,2.216210134619609,1.9265472479384151,493.2542575
-0.8867867547364153,-1.0275222094546765,-0.8066144090942247,-1.2571762484075404,0.06507116997488283,-1.040617464354744,2.231245993460362,1.9265472479384151,493.3344487
-0.8867867547364153,-1.0275222094546765,-0.8066138243432566,-1.2566414472233145,-0.0024896051424988432,-1.02681179832859,2.2520186681508827,1.9265472479384151,493.4292267
-0.8867867547364153,-1.0275222094546765,-0.8066136356575849,-1.2563499276428864,-0.040760165494746085,-1.0193331783010895,2.266330142419851,1.9265472479384151,493.4751923
-0.8867867547364153,-1.0275222094546765,-0.8066135360249765,-1.2558355029366703,-0.11086617224911684,-1.0065043052420775,2.307992874245327,1.9265472479384151,493.5478599
-0.8867867547364153,-1.0275222094546765,-0.8066138237269723,-1.2551474099033306,-0.21142485318967819,-0.9895505422566148,2.3056699072390807,1.9265472479384151,493.6292145
-0.8867867547364153,-1.0275222094546765,-0.8066142931300857,-1.2546309294967815,-0.29142810282579396,-0.9769797177011244,2.3109271483584597,1.9265472479384151,493.6787523
-0.8867867547364153,-1.0275222094546765,-0.8066152590528163,-1.253923270230544,-0.40798842386344314,-0.9598969067679869,2.318165828100387,1.9265472479384151,493.7317056
-0.8867867547364153,-1.0275222094546765,-0.8066161707425393,-1.253381456951201,-0.5028813528386856,-0.9468675662764868,2.319197014220213,1.9265472479384151,493.7604715
-0.8867867547364153,-1.0275222094546765,-0.806617548548527,-1.252667570408856,-0.635647288965533,-0.9296599726601955,2.319154538421226,1.9265472479384151,493.7829884
-0.8867867547364153,-1.0275222094546765,-0.8066182254339794,-1.2523211732490716,-0.7030709255566655,-0.9212082562281382,2.3171710908081464,1.9265472479384151,493.7869489
-0.8867867547364153,-1.0275222094546765,-0.8066193488173167,-1.2517479820412236,-0.8185925584063349,-0.9071755359539821,2.336100660221349,1.9265472479384151,493.7836102
-0.8867867547364153,-1.0275222094546765,-0.8066204805204903,-1.2511131613526778,-0.9515179118813851,-0.8912294180156966,2.3224352198949236,1.9265472479384151,493.7639833
-0.8867867547364153,-1.0275222094546765,-0.8066212417341606,-1.2505511483067329,-1.0691317736549832,-0.8765900823429956,2.3117405025091524,1.9265472479384151,493.7304479
-0.8867867547364153,-1.0275222094546765,-0.8066216164349391,-1.2500593583401376,-1.1660159342279635,-0.8631748775878271,2.295614622827056,1.9265472479384151,493.6866145
-0.8867867547364153,-1.0275222094546765,-0.8066216636833926,-1.2497003269503522,-1.2271465462445443,-0.852879856005269,2.2758409904085033,1.9265472479384151,493.644737
-0.8867867547364153,-1.0275222094546765,-0.8066215525468129,-1.249382741801629,-1.270483805794019,-0.8433274643676484,2.250791748957446,1.9265472479384151,493.6002704
-0.8867867547364153,-1.0275222094546765,-0.8066213785492475,-1.2491014439379065,-1.2933042506637684,-0.8344728226138389,2.2192729841243013,1.9265472479384151,493.5552036
-0.8867867547364153,-1.0275222094546765,-0.8066212421450167,-1.2489015244319446,-1.3035599350365037,-0.8279480579087225,2.191821564041887,1.9265472479384151,493.520012
-0.8867867547364153,-1.0275222094546765,-0.8066211343980002,-1.2487522838083893,-1.3156642665464724,-0.8229639541404263,2.1712302724929775,1.9265472479384151,493.4918953
-0.8867867547364153,-1.0275222094546765,-0.8066210226451364,-1.2486125572083722,-1.3267541690301443,-0.8182240130700449,2.150777314289362,1.9265472479384151,493.4639871
-0.8867867547364153,-1.0275222094546765,-0.8066209322567907,-1.2484809771313823,-1.3280255471363085,-0.8137016004902353,2.126874345413431,1.9265472479384151,493.43656
-0.8867867547364153,-1.0275222094546765,-0.8066208812079182,-1.2483566782424211,-1.3272685622748113,-0.809406716076708,2.1020351869681124,1.9265472479384151,493.4098743
-0.8867867547364153,-1.0275222094546765,-0.8066208728880818,-1.248238573999403,-1.3263798848213204,-0.805333767593758,2.0773808556481357,1.9265472479384151,493.3839651
-0.8867867547364153,-1.0275222094546765,-0.806620933181217,-1.2480757706693615,-1.324131209058783,-0.799776412273837,2.0415869590475912,1.9265472479384151,493.34758
-0.8867867547364153,-1.0275222094546765,-0.8066210996806582,-1.2479014344832964,-1.3199680398630151,-0.7939936614198939,2.0008340129165094,1.9265472479384151,493.3081498
-0.8867867547364153,-1.0275222094546765,-0.8066213638611414,-1.2477351710845637,-1.31442754438557,-0.7887194248805126,1.9599771732770608,1.9265472479384151,493.2706198
-0.8867867547364153,-1.0275222094546765,-0.8066217292149431,-1.2475700726250631,-1.30770132049525,-0.7837798220387194,1.9180059179117417,1.9265472479384151,493.2339239
-0.8867867547364153,-1.0275222094546765,-0.8066221794105332,-1.247408963097172,-1.300215141233839,-0.7793053699888572,1.8761859108305796,1.9265472479384151,493.1990733
-0.8867867547364153,-1.0275222094546765,-0.8066225705455563,-1.247288637884159,-1.2941548065774715,-0.7762073661917562,1.8446450471020408,1.9265472479384151,493.1738468
-0.8867867547364153,-1.0275222094546765,-0.8066227508086776,-1.2472371508754825,-1.2914640199703844,-0.7749482127133233,1.8311199491114398,1.9265472479384151,493.1632919
-0.8867867547364153,-1.0275222094546765,-0.8066228701623794,-1.2472041143176014,-1.2897138947346796,-0.7741616979356472,1.822450007143073,1.9265472479384151,493.156602
-0.8867867547364153,-1.0275222094546765,-0.8066229734926929,-1.247176070598584,-1.2882157677295192,-0.7735071693989825,1.8150930839607156,1.9265472479384151,493.1509749
-0.8867867547364153,-1.0275222094546765,-0.8066230192004358,-1.247163860560715,-1.2875602752791453,-0.7732259462915633,1.8118907531161956,1.9265472479384151,493.14854
-0.8867867547364153,-1.0275222094546765,-0.8066230493983604,-1.2471558038765804,-1.2871265808784442,-0.7730416394724272,1.8097787301116208,1.9265472479384151,493.1469383
-0.8867867547364153,-1.0275222094546765,-0.8066230695303102,-1.2471504872786872,-1.2868394316177063,-0.7729206007436861,1.8083850647073647,1.9265472479384151,493.1458835
-0.8867867547364153,-1.0275222094546765,-0.8066230743578695,-1.2471492134309852,-1.286771109897048,-0.7728916443367713,1.8080512852869979,1.9265472479384151,493.145631
-0.8867867547364153,-1.0275222094546765,-0.806623076309436,-1.2471486816016883,-1.2867423949709742,-0.7728795594206284,1.807911803947106,1.9265472479384151,493.1455256
-0.8867867547364153,-1.0275222094546765,-0.8066230771311483,-1.2471484803117157,-1.2867315031024635,-0.7728749624133112,1.807858996197054,1.9265472479384151,493.1454857
-0.8867867547364153,-1.0275222094546765,-0.8066230772338624,-1.2471484324258906,-1.2867285325928697,-0.772873872401267,1.807846368256792,1.9265472479384151,493.1454762
-0.8867867547364153,-1.0275222094546765,-0.8066230775420044,-1.2471483722507828,-1.2867250669983437,-0.7728725454300827,1.8078308703301302,1.9265472479384151,493.1454644
-0.8867867547364153,-1.0275222094546765,-0.8066230784664307,-1.2471481268889002,-1.2867087291955774,-0.7728669531943774,1.807766295635749,1.9265472479384151,493.1454157
-0.8867867547364153,-1.0275222094546765,-0.8066230802125691,-1.2471476645576152,-1.2866780339297743,-0.7728564796003868,1.807644895210317,1.9265472479384151,493.1453242
-0.8867867547364153,-1.0275222094546765,-0.8066230824722779,-1.2471470560262445,-1.2866374369653253,-0.7728426411866076,1.807484749968231,1.9265472479384151,493.1452036
-0.8867867547364153,-1.0275222094546765,-0.8066230862726969,-1.2471460703410302,-1.2865720857542609,-0.7728203196356143,1.8072247291987762,1.9265472479384151,493.1450085
