I,V,P,Q,T,Hydrogen,Oxygen,RH anode,Rh Cathode
0,493.4751923,0,0.0002349,20.12021472,0.003701336,0.004402838,1.009990435,1.001885474
0,493.5478599,0,0.00023587,20.13235401,0.003559732,0.004673536,1.010135602,1.001781364
0,493.6292145,0,0.000233069,20.14859149,0.003356618,0.005031272,1.010127508,1.001670444
0,493.6787523,0,0.000228499,20.16077929,0.003195023,0.005296525,1.010145826,1.00159782
0,493.7317056,0,0.000219095,20.17747849,0.002959588,0.005656984,1.010171048,1.001502282
0,493.7604715,0,0.000210219,20.19026409,0.002767918,0.005931912,1.010174641,1.001436264
0,493.7829884,0,0.000196805,20.20711024,0.00249975,0.006295004,1.010174493,1.001351254
0,493.7869489,0,0.000190215,20.21528445,0.002363564,0.006473341,1.010167582,1.001331271
0,493.7836102,0,0.000179278,20.2288105,0.002130227,0.006769441,1.010233539,1.001258185
0,493.7639833,0,0.00016826,20.24379087,0.001861737,0.007105915,1.010185924,1.001188079
0,493.7304479,0,0.000160849,20.25705314,0.001624174,0.007414815,1.01014866,1.001125801
0,493.6866145,0,0.000157201,20.2686583,0.001428482,0.007697885,1.010092472,1.001069111
0,493.644737,0,0.000156741,20.27713065,0.001305007,0.007915117,1.010023574,1.001025548
0,493.6002704,0,0.000157823,20.28462496,0.001217472,0.008116679,1.009936294,1.000984669
0,493.5552036,0,0.000159517,20.29126297,0.001171378,0.008303518,1.009826472,1.000946428
0,493.520012,0,0.000160845,20.29598063,0.001150663,0.008441195,1.009730822,1.000917845
0,493.4918953,0,0.000161894,20.29950238,0.001126214,0.008546363,1.009659075,1.000895589
0,493.4639871,0,0.000162982,20.30279962,0.001103814,0.008646379,1.00958781,1.00087406
0,493.43656,0,0.000163862,20.30590462,0.001101246,0.008741805,1.009504524,1.000853186
0,493.4098743,0,0.000164359,20.3088378,0.001102775,0.00883243,1.009417976,1.000832937
0,493.3839651,0,0.00016444,20.3116248,0.00110457,0.008918372,1.009332072,1.000813267
0,493.34758,0,0.000163853,20.3154666,0.001109112,0.009035636,1.009207354,1.000791522
0,493.3081498,0,0.000162232,20.31958055,0.001117521,0.009157656,1.009065357,1.000763817
0,493.2706198,0,0.00015966,20.323504,0.001128712,0.009268946,1.008922998,1.000732896
0,493.2339239,0,0.000156103,20.32739996,0.001142298,0.009373175,1.008776756,1.000704861
0,493.1990733,0,0.00015172,20.33120179,0.001157419,0.009467589,1.008631041,1.000677214
0,493.1738468,0,0.000147912,20.3340412,0.00116966,0.009532959,1.008521142,1.000656762
0,493.1632919,0,0.000146157,20.33525618,0.001175095,0.009559528,1.008474016,1.00064809
0,493.156602,0,0.000144995,20.33603577,0.00117863,0.009576124,1.008443807,1.000642532
0,493.1509749,0,0.000143989,20.33669754,0.001181656,0.009589935,1.008418173,1.000637844
0,493.14854,0,0.000143544,20.33698567,0.00118298,0.009595869,1.008407015,1.000635809
0,493.1469383,0,0.00014325,20.33717579,0.001183856,0.009599758,1.008399656,1.000634467
0,493.1458835,0,0.000143054,20.33730125,0.001184436,0.009602312,1.0083948,1.000633582
0,493.145631,0,0.000143007,20.33733131,0.001184574,0.009602923,1.008393637,1.00063337
0,493.1455256,0,0.000142988,20.33734386,0.001184632,0.009603178,1.008393151,1.000633281
0,493.1454857,0,0.00014298,20.33734861,0.001184654,0.009603275,1.008392967,1.000633248
0,493.1454762,0,0.000142979,20.33734974,0.00118466,0.009603298,1.008392923,1.00063324
0,493.1454644,0,0.000142976,20.33735116,0.001184667,0.009603326,1.008392869,1.00063323
0,493.1454157,0,0.000142967,20.33735695,0.0011847,0.009603444,1.008392644,1.000633189
0,493.1453242,0,0.00014295,20.33736786,0.001184762,0.009603665,1.008392221,1.000633112
0,493.1452036,0,0.000142928,20.33738222,0.001184844,0.009603957,1.008391663,1.000633011
0,493.1450085,0,0.000142891,20.33740548,0.001184976,0.009604428,1.008390757,1.000632847
0,493.1445028,0,0.000142797,20.3374658,0.001185319,0.009605649,1.008388396,1.000632422
0,493.1430835,0,0.00014253,20.33763537,0.001186283,0.009609072,1.008381716,1.000631228
0,493.1402253,0,0.000141985,20.33797821,0.001188225,0.00961594,1.008368144,1.000628817
0,493.1351784,0,0.000141001,20.33858804,0.001191665,0.009627988,1.008344,1.000624539
0,493.125791,0,0.000139091,20.33973807,0.001198108,0.009650122,1.008298634,1.000616511
0,493.1070433,0,0.000134986,20.3421005,0.001211171,0.009693195,1.008206209,1.000600183
0,493.0709041,0,0.000126036,20.34693433,0.001237134,0.009771597,1.008020813,1.000567458
0,493.0269266,0,0.00011347,20.3534112,0.001270219,0.009857571,1.007781255,1.000524942
0,492.9867864,0,0.000100635,20.3600278,0.001301983,0.009925311,1.007547825,1.000482932
0,492.9489742,0,8.77E-05,20.36701913,0.001333393,0.009978338,1.007313658,1.000438485
0,492.9087467,0,7.35E-05,20.37544388,0.001368546,0.010020482,1.00704738,1.000384081
0,492.8642378,0,5.81E-05,20.38621701,0.00140972,0.010046263,1.006729683,1.000311347
0,492.8116215,0,4.35E-05,20.40039385,0.00145842,0.010041383,1.006345792,1.00019515
0,492.7896129,0,3.92E-05,20.4067328,0.001478416,0.010027657,1.00618644,1.000092499
0,492.7514921,0,3.52E-05,20.41809884,0.001511953,0.009992167,1.00591617,0.999528468
0,492.7143946,0,3.63E-05,20.42970779,0.001543452,0.009940524,1.005658958,0.999528853
0,492.6785887,0,4.22E-05,20.44153077,0.001573025,0.009872382,1.005414977,0.999785312
0,492.6624713,0,4.65E-05,20.44708106,0.00158611,0.009834883,1.005306589,0.99990677
0,492.6309689,0,5.78E-05,20.45842319,0.001611456,0.009750589,1.005095401,0.999811687
0,492.5741585,0,8.70E-05,20.48086538,0.001656768,0.009558433,1.004713555,0.999602017
0,492.5235903,0,0.00012184,20.50363317,0.001697041,0.009329053,1.004375121,0.999746558
0,492.4889085,0,0.000149226,20.52131142,0.001724933,0.00912883,1.004146042,0.999794776
0,492.4676419,0,0.000166719,20.53322966,0.001742279,0.008984321,1.004007359,0.999746536
0,492.4644882,0,0.000169323,20.53507943,0.001744872,0.008961164,1.003986946,0.999736217
0,492.4644297,0,0.000169371,20.53511394,0.001744921,0.008960731,1.003986568,0.999736044
0,492.4644087,0,0.000169388,20.53512637,0.001744938,0.008960574,1.003986432,0.999735983
0,492.4644037,0,0.000169392,20.53512932,0.001744942,0.008960537,1.0039864,0.999735969
0,492.4644029,0,0.000169393,20.53512978,0.001744943,0.008960532,1.003986394,0.999735966
0,492.4644027,0,0.000169393,20.53512989,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.5351299,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512991,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512992,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644027,0,0.000169393,20.53512993,0.001744943,0.00896053,1.003986393,0.999735966
0,492.4644026,0,0.000169393,20.53512994,0.001744943,0.00896053,1.003986393,0.999735965
0,492.4644026,0,0.000169393,20.53512995,0.001744943,0.008960529,1.003986393,0.999735965
0,492.4644026,0,0.000169393,20.53512996,0.001744943,0.008960529,1.003986392,0.999735965
0,492.4644026,0,0.000169393,20.53512998,0.001744943,0.008960529,1.003986392,0.999735965
0,492.4644025,0,0.000169393,20.53513001,0.001744943,0.008960529,1.003986392,0.999735965
0,492.4644025,0,0.000169393,20.53513002,0.001744943,0.008960529,1.003986392,0.999735965
0,492.4644025,0,0.000169393,20.53513004,0.001744943,0.00896053,1.003986392,0.999735965
0,492.4644024,0,0.000169393,20.53513006,0.001744943,0.00896053,1.003986391,0.999735965
0,492.4644024,0,0.000169393,20.53513008,0.001744943,0.00896053,1.003986391,0.999735965
0,492.4644024,0,0.000169393,20.53513011,0.001744943,0.008960531,1.003986391,0.999735965
0,492.4644023,0,0.000169394,20.53513014,0.001744943,0.008960532,1.003986391,0.999735965
0,492.4644022,0,0.000169394,20.53513017,0.001744943,0.008960533,1.00398639,0.999735964
0,492.4644022,0,0.000169394,20.53513021,0.001744943,0.008960534,1.00398639,0.999735964
0,492.4644021,0,0.000169394,20.53513026,0.001744943,0.008960537,1.003986389,0.999735964
0,492.464402,0,0.000169394,20.53513033,0.001744943,0.00896054,1.003986388,0.999735964
0,492.4644018,0,0.000169394,20.53513041,0.001744944,0.008960545,1.003986388,0.999735963
0,492.4644017,0,0.000169394,20.53513052,0.001744944,0.008960553,1.003986386,0.999735963
0,492.4644014,0,0.000169394,20.53513068,0.001744944,0.008960564,1.003986385,0.999735962
0,492.464401,0,0.000169395,20.53513091,0.001744944,0.008960583,1.003986382,0.999735962
0,492.4644004,0,0.000169395,20.53513124,0.001744945,0.008960612,1.003986378,0.999735961
0,492.4643997,0,0.000169396,20.5351317,0.001744945,0.008960652,1.003986373,0.999735961
0,492.4643985,0,0.000169397,20.53513238,0.001744946,0.008960712,1.003986366,0.999735962
0,492.4643966,0,0.000169398,20.53513349,0.001744948,0.00896081,1.003986354,0.999735966
0,492.4643936,0,0.000169401,20.53513533,0.00174495,0.008960971,1.003986334,0.999735984
0,492.4643883,0,0.000169405,20.53513846,0.001744955,0.008961244,1.003986299,0.999736041
0,492.4643794,0,0.000169411,20.53514387,0.001744962,0.008961709,1.00398624,0.999736219
0,492.4643684,0,0.000169418,20.53515054,0.001744972,0.008962277,1.003986167,0.999736574
0,492.4643504,0,0.000169428,20.53516172,0.001744987,0.008963213,1.003986046,0.999737499
0,492.4643133,0,0.000169443,20.53518549,0.00174502,0.008965147,1.003985788,0.999740785
0,492.4642623,0,0.000169448,20.53521999,0.001745067,0.008967835,1.003985415,0.999748583
0,492.4641753,0,0.000169411,20.53528411,0.001745155,0.00897247,1.003984729,0.999771692
0,492.4640374,0,0.000169227,20.53539323,0.001745302,0.008978748,1.003983576,0.999834965
0,492.4638927,0,0.00016888,20.53551328,0.001745461,0.00898457,1.003982327,0.999934542
0,492.4637213,0,0.000168303,20.53565857,0.001745652,0.00899076,1.003980837,1.000086974
0,492.4635468,0,0.000167587,20.53580551,0.001745842,0.008996663,1.003979349,1.000242068
0,492.4633226,0,0.000166575,20.53598589,0.001746073,0.009003697,1.003977543,1.000362163
0,492.4630862,0,0.000165447,20.53616769,0.001746304,0.009009738,1.00397574,1.000409453
0,492.4627943,0,0.000163988,20.53638715,0.001746581,0.00901586,1.003973582,1.000425057
0,492.462455,0,0.000162225,20.53663981,0.001746898,0.009022151,1.003971116,1.000430361
0,492.4620757,0,0.000160205,20.53692084,0.001747249,0.00902863,1.003968389,1.000434993
0,492.4616515,0,0.000157925,20.53723356,0.001747638,0.009035423,1.003965369,1.000439103
0,492.4611665,0,0.000155332,20.53758934,0.00174808,0.009042802,1.003961947,1.000441685
0,492.4605973,0,0.000152338,20.53800463,0.001748596,0.00905114,1.003957965,1.00044287
0,492.4599144,0,0.000148844,20.53850029,0.00174921,0.00906089,1.003953223,1.000443118
0,492.4590757,0,0.000144716,20.53910545,0.001749959,0.009072658,1.003947447,1.000442695
0,492.458013,0,0.000139756,20.53986708,0.001750901,0.009087387,1.003940192,1.000441711
0,492.4566042,0,0.000133629,20.54086884,0.00175214,0.009106722,1.00393067,1.000440177
0,492.4546115,0,0.000125773,20.5422724,0.001753875,0.009133809,1.003917366,1.000437946
0,492.45152,0,0.000115242,20.54442437,0.001756531,0.009175361,1.003897049,1.000434523
0,492.4460537,0,0.000100667,20.54817649,0.001761155,0.009247866,1.003861879,1.000428567
0,492.4347548,0,8.21E-05,20.55584972,0.001770571,0.009396257,1.003791103,1.000416372
0,492.4126817,0,7.13E-05,20.57117091,0.001789187,0.009692439,1.003655352,1.00039195
0,492.3934467,0,7.73E-05,20.5855302,0.001806346,0.009969165,1.003537044,1.000369108
0,492.3774714,0,8.45E-05,20.59903785,0.001822158,0.010227669,1.003435631,1.000347721
0,492.3646683,0,8.82E-05,20.61179453,0.001836722,0.010469153,1.003349995,1.000327667
0,492.3547217,0,8.83E-05,20.62388928,0.001850133,0.010694741,1.003278797,1.000308847
0,492.3472702,0,8.56E-05,20.63540068,0.001862477,0.010905481,1.003220655,1.000291163
0,492.3419785,0,8.11E-05,20.64639832,0.001873835,0.011102345,1.003174212,1.000274515
0,492.3385517,0,7.55E-05,20.65694397,0.001884282,0.011286245,1.003138185,1.00025886
0,492.3367314,0,6.92E-05,20.66709246,0.00189389,0.011458032,1.003111372,1.000244118
0,492.3362899,0,6.27E-05,20.67689241,0.001902723,0.011618501,1.003092668,1.000230221
0,492.337334,0,5.47E-05,20.68860271,0.001912676,0.011802558,1.003079092,1.000214056
0,492.3398551,0,4.71E-05,20.69991508,0.001921641,0.011971723,1.00307474,1.000199021
0,492.3446498,0,3.84E-05,20.71365269,0.001931656,0.012164982,1.003079863,1.0001815
0,492.3508625,0,3.08E-05,20.72695813,0.001940433,0.012338794,1.003094791,1.000165462
0,492.360179,0,2.29E-05,20.74341028,0.001950071,0.012535214,1.003124441,1.000146874
0,492.3727252,0,1.56E-05,20.76268185,0.001959739,0.012739487,1.003171911,1.000126956
0,492.3860272,0,1.04E-05,20.78149976,0.00196762,0.012912978,1.003228531,1.000109641
0,492.4024528,0,6.06E-06,20.80407242,0.001975324,0.013090224,1.003305102,1.000091587
0,492.4185222,0,3.38E-06,20.82632394,0.001981316,0.013235329,1.003386558,1.000076515
0,492.4379985,0,1.42E-06,20.8546146,0.001987139,0.013384409,1.003493922,1.000060681
0,492.4594638,0,3.12E-07,20.8886925,0.001992122,0.013521343,1.00362477,1.000045789
0,492.4783918,0,-9.76E-08,20.92255686,0.001995459,0.013621173,1.003753583,1.00003487
0,492.4988248,0,-2.21E-07,20.96493703,0.001998173,0.013710065,1.003910261,1.000026032
0,492.5198507,0,-1.74E-07,21.01735401,0.002000121,0.013781805,1.004095708,1.000022017
0,492.5408707,0,-5.77E-08,21.08182026,0.002001315,0.013833493,1.004309953,1.000007621
0,492.5451388,0,-3.29E-08,21.09704601,0.002001445,0.013840775,1.004358524,1.000001571
0,492.5468714,0,-2.31E-08,21.10340572,0.002001495,0.013843596,1.004378456,1.000005983
0,492.5493613,0,-9.25E-09,21.11272691,0.002001564,0.013847479,1.004407471,1.000017525
0,492.5528485,0,-1.36E-09,21.12613331,0.002001651,0.013852528,1.004448686,1.000028565
0,492.5610789,0,-7.38E-09,21.15922917,0.002001814,0.013862717,1.004547694,1.00003233
0,492.5698647,0,-1.33E-08,21.19662256,0.00200193,0.013871031,1.004654969,1.000023276
0,492.5772961,0,-1.79E-08,21.2296122,0.00200199,0.01387622,1.004745577,1.000011088
0,492.5822529,0,-2.06E-08,21.25212827,0.002002014,0.013878888,1.004805252,1.000001734
0,492.5835939,0,-2.13E-08,21.25827786,0.002002019,0.01387952,1.004821248,1.000003583
0,492.5870432,0,-2.31E-08,21.27416559,0.002002029,0.013880995,1.004861932,1.00001517
0,492.5897392,0,-2.44E-08,21.2866356,0.002002035,0.013882005,1.004893261,1.000025376
0,492.5979029,0,-2.80E-08,21.32440762,0.002002044,0.013884459,1.004984823,1.000026436
0,492.6052472,0,-3.07E-08,21.3582454,0.002002042,0.013886001,1.005062729,1.000015726
0,492.6095836,0,-3.21E-08,21.37808088,0.002002038,0.01388668,1.005106579,1.00000825
